Order_Hour,Day_of_Week,Is_Weekend,Is_Festival,Weather,Pickup_Zone,Dropoff_Zone,Vehicle_Type,Rider_Experience_Years,Rider_Rating,Restaurant_Rating,Cuisine_Type,Order_Items,Restaurant_Load,Preparation_Time_Min,Road_Distance_km,Delivery_Distance_Category,Traffic_Level,Number_of_Signals,Average_Speed_kmph,Delivery_Priority,Time_taken_min
19,Tuesday,0,0,Clear,CBD,Residential,Bike,4.6,3.8,4.2,Biryani,6,High,45,45.8,Long,Moderate,14,36.0,Normal,123
9,Tuesday,0,0,Cloudy,Residential,Suburban,Bike,7.2,3.9,4.4,Bakery,3,Low,10,42.18,Long,Low,8,43.7,Normal,71
14,Wednesday,0,1,Rain,Residential,Residential,Bike,4.1,3.6,4.2,South Indian,1,Low,17,17.39,Long,Moderate,7,29.4,Normal,60
11,Thursday,0,0,Clear,Commercial,Residential,Bike,4.7,4.0,4.1,Pizza,3,Low,23,42.27,Long,Low,11,44.0,Priority,84
18,Monday,0,0,Cloudy,Residential,Residential,Electric Scooter,11.6,4.5,4.0,Cafe,3,Low,9,7.65,Long,Low,8,32.5,Normal,26
18,Friday,0,0,Cloudy,CBD,Residential,Bike,5.9,4.1,4.2,Chinese,4,Low,27,30.04,Long,Moderate,15,35.4,Normal,86
11,Wednesday,0,1,Cloudy,CBD,CBD,Scooter,1.4,3.6,4.4,North Indian,2,Low,22,26.13,Long,Moderate,17,27.4,Priority,87
10,Sunday,1,0,Clear,Commercial,Industrial,Scooter,2.2,3.7,3.4,Desserts,4,Low,17,36.93,Long,Moderate,10,28.5,Priority,102
5,Wednesday,0,0,Clear,CBD,Residential,Bike,3.6,4.0,4.5,Biryani,2,High,36,16.56,Long,Low,14,43.5,Normal,66
14,Sunday,1,0,Storm,Commercial,CBD,Bike,5.4,3.8,4.1,Pizza,2,Low,21,11.89,Long,Moderate,12,24.7,VIP,61
13,Saturday,1,0,Clear,CBD,Residential,Bike,2.5,3.6,4.2,North Indian,1,High,30,13.1,Long,Moderate,17,35.3,Normal,54
21,Wednesday,0,1,Clear,CBD,Industrial,Scooter,2.5,3.6,4.2,Chinese,7,Low,32,21.26,Long,High,15,22.7,Priority,98
14,Wednesday,0,0,Rain,Commercial,Commercial,Bicycle,3.4,3.9,4.2,Bakery,1,High,11,30.74,Long,Low,12,13.6,Normal,153
12,Friday,0,0,Clear,CBD,Suburban,Scooter,6.6,4.4,4.6,Cafe,1,Low,11,12.4,Long,Low,17,36.2,Normal,45
10,Tuesday,0,1,Rain,Residential,CBD,Bike,6.6,4.0,3.9,Pizza,4,High,32,7.02,Long,High,9,23.9,Normal,58
12,Monday,0,0,Cloudy,Residential,Residential,Scooter,6.6,4.4,4.0,Biryani,5,Low,36,9.29,Long,Low,7,35.2,Normal,52
13,Monday,0,0,Cloudy,Commercial,CBD,Electric Scooter,7.2,4.0,3.7,Desserts,5,High,24,33.39,Long,Low,12,31.2,Normal,91
10,Saturday,1,0,Clear,CBD,Residential,Bike,3.6,4.1,3.6,Biryani,3,Medium,34,40.56,Long,High,18,28.3,Normal,129
9,Saturday,1,0,Clear,Residential,CBD,Bike,3.9,3.9,4.3,Bakery,3,Medium,10,16.59,Long,Moderate,7,35.8,Normal,42
20,Monday,0,0,Clear,Commercial,Industrial,Scooter,1.7,3.9,4.8,North Indian,1,High,27,8.55,Long,Low,10,34.6,Normal,42
9,Wednesday,0,0,Clear,Residential,CBD,Scooter,3.3,4.0,4.4,North Indian,6,Medium,38,22.81,Long,Low,8,35.1,Normal,85
17,Friday,0,0,Clear,Industrial,Industrial,Bike,12.4,4.4,4.5,North Indian,2,Low,27,27.48,Long,Low,4,47.2,Priority,59
23,Wednesday,0,0,Clear,Commercial,Industrial,Bicycle,3.3,4.0,4.8,Burger,1,Medium,14,23.03,Long,Low,14,16.5,Normal,98
19,Saturday,1,0,Clear,Residential,CBD,Bike,9.4,4.3,4.6,Cafe,5,Medium,17,15.31,Long,Moderate,9,37.7,Normal,46
17,Monday,0,0,Clear,Residential,Residential,Scooter,5.1,3.9,4.3,Biryani,1,Low,30,7.31,Long,Low,6,35.7,Normal,41
2,Saturday,1,0,Cloudy,Industrial,Residential,Bike,13.6,4.8,3.8,North Indian,4,High,35,15.11,Long,Low,8,46.3,Normal,57
21,Monday,0,0,Cloudy,Residential,CBD,Bicycle,3.6,3.6,3.5,North Indian,3,High,35,29.39,Long,Low,8,16.1,Normal,146
2,Sunday,1,0,Rain,Industrial,Residential,Bike,2.4,4.0,4.3,Biryani,2,Low,27,39.62,Long,Moderate,4,28.9,Normal,110
14,Tuesday,0,0,Cloudy,Residential,Suburban,Electric Scooter,2.4,3.6,4.0,South Indian,2,Medium,21,37.82,Long,Low,8,29.8,Normal,100
22,Wednesday,0,0,Clear,Residential,CBD,Scooter,1.9,3.6,3.9,Burger,3,Medium,16,38.22,Long,Low,9,34.6,Normal,84
21,Sunday,1,0,Cloudy,Residential,Residential,Bike,1.3,3.7,3.7,Bakery,4,High,21,38.43,Long,Moderate,7,33.8,Normal,93
12,Monday,0,0,Clear,Commercial,CBD,Bicycle,4.4,3.7,3.7,Pizza,7,Low,31,31.45,Long,Low,11,16.7,Priority,151
18,Tuesday,0,0,Cloudy,Industrial,Residential,Electric Scooter,3.9,3.8,4.1,Bakery,1,Medium,10,32.26,Long,Low,7,30.2,Normal,79
18,Wednesday,0,0,Clear,Residential,Residential,Bike,5.2,4.0,4.9,Chinese,2,Medium,19,18.26,Long,Low,10,44.2,Normal,43
8,Monday,0,0,Rain,Residential,CBD,Bike,7.3,4.1,4.4,Bakery,5,High,21,6.13,Medium,Moderate,6,30.3,Normal,41
22,Thursday,0,0,Clear,Industrial,Residential,Bike,1.5,3.6,4.3,South Indian,6,Low,29,36.75,Long,Low,8,42.6,Priority,87
11,Sunday,1,0,Clear,CBD,CBD,Bike,12.0,4.4,3.6,Biryani,2,Medium,34,28.93,Long,Moderate,14,38.6,Normal,83
10,Tuesday,0,0,Clear,Residential,Suburban,Scooter,2.9,3.8,4.1,Biryani,2,Medium,33,8.68,Long,Low,8,35.0,Normal,50
6,Tuesday,0,0,Clear,Residential,Commercial,Bike,5.4,3.9,3.7,Bakery,3,High,16,39.47,Long,Low,8,44.3,Priority,72
19,Thursday,0,0,Rain,CBD,Residential,Electric Scooter,3.6,4.3,4.1,Biryani,2,High,39,32.07,Long,High,17,16.6,VIP,160
13,Saturday,1,0,Clear,Commercial,Residential,Bike,5.7,4.3,4.4,Pizza,1,High,24,17.1,Long,Low,10,44.4,Normal,58
23,Wednesday,0,0,Cloudy,CBD,CBD,Bike,5.9,4.4,4.3,South Indian,5,Low,22,29.39,Long,Low,16,43.1,Normal,69
20,Monday,0,0,Fog,Commercial,Residential,Scooter,5.0,3.9,3.9,Biryani,2,High,33,20.98,Long,Low,12,31.4,Normal,78
12,Thursday,0,0,Clear,Commercial,Industrial,Bike,15.0,4.7,3.8,Pizza,1,High,29,4.82,Medium,Low,10,48.3,Priority,39
19,Tuesday,0,0,Clear,Suburban,CBD,Bike,3.6,3.8,4.1,Chinese,2,Low,19,29.49,Long,Low,4,43.5,Normal,60
6,Wednesday,0,0,Clear,CBD,Residential,Scooter,5.0,4.0,4.3,Biryani,4,Medium,37,16.67,Long,Low,16,35.7,Priority,70
19,Friday,0,1,Clear,Residential,CBD,Electric Scooter,4.5,4.2,3.9,Burger,1,Medium,14,27.68,Long,Moderate,9,25.7,Normal,87
19,Wednesday,0,0,Clear,Commercial,Residential,Bike,8.6,4.7,4.0,Pizza,5,Low,27,31.5,Long,Low,10,45.6,Normal,74
12,Tuesday,0,0,Cloudy,CBD,Residential,Bike,1.1,3.6,4.5,Chinese,2,High,26,33.04,Long,Low,14,41.2,Normal,84
12,Thursday,0,0,Clear,Suburban,Commercial,Bike,0.6,3.6,4.8,Biryani,4,High,42,27.49,Long,Low,2,42.3,Normal,83
7,Wednesday,0,0,Clear,Residential,Commercial,Bike,2.1,3.7,4.0,South Indian,1,Medium,24,8.45,Long,Low,10,42.9,Normal,39
13,Wednesday,0,0,Clear,Suburban,Residential,Bicycle,2.4,4.0,4.8,Biryani,3,High,38,17.65,Long,Low,5,16.4,Normal,106
7,Thursday,0,0,Cloudy,Commercial,Residential,Bike,6.7,4.2,3.7,Cafe,3,Low,11,16.72,Long,Low,10,43.5,Normal,39
12,Saturday,1,0,Clear,Residential,Commercial,Scooter,6.6,4.2,4.1,Biryani,6,Medium,44,14.0,Long,Low,9,36.2,Normal,76
16,Thursday,0,0,Rain,Commercial,Commercial,Scooter,3.5,4.0,4.0,Pizza,2,Low,21,21.08,Long,Low,13,28.9,Normal,73
18,Saturday,1,0,Clear,Industrial,Residential,Scooter,1.4,3.9,4.1,Bakery,2,Medium,10,15.78,Long,Moderate,6,28.3,Priority,49
16,Thursday,0,0,Rain,Residential,CBD,Bike,9.6,4.3,4.1,Pizza,3,High,27,29.93,Long,Low,10,37.7,Normal,83
8,Friday,0,0,Clear,Commercial,Residential,Scooter,1.6,3.5,3.7,Cafe,2,Low,9,23.22,Long,Low,12,34.5,Normal,53
22,Sunday,1,0,Cloudy,CBD,Commercial,Bike,7.5,4.4,4.6,South Indian,1,Low,16,26.5,Long,Moderate,14,35.9,Normal,69
13,Thursday,0,0,Clear,Industrial,Commercial,Scooter,2.6,4.0,4.5,North Indian,3,Low,28,43.69,Long,Low,5,34.9,Normal,103
23,Monday,0,0,Clear,Industrial,Residential,Bike,15.0,4.9,4.1,South Indian,6,Low,28,3.38,Medium,Low,8,48.3,Normal,37
20,Thursday,0,0,Storm,Suburban,Residential,Scooter,6.5,4.4,4.0,Burger,4,High,20,37.37,Long,Moderate,2,20.2,Priority,136
19,Saturday,1,0,Clear,Residential,Suburban,Bike,1.2,3.6,4.4,South Indian,1,High,26,10.23,Long,Moderate,7,34.9,Normal,48
20,Sunday,1,0,Rain,Residential,CBD,Electric Scooter,2.6,3.5,4.2,Cafe,2,Low,10,15.93,Long,High,9,16.4,Normal,75
11,Monday,0,0,Cloudy,Commercial,CBD,Bicycle,2.7,3.8,4.8,Chinese,1,Medium,19,14.46,Long,Low,12,15.9,Normal,77
6,Sunday,1,0,Cloudy,Commercial,Suburban,Electric Scooter,4.3,4.1,4.3,Bakery,2,Low,10,42.09,Long,Low,12,30.4,VIP,98
13,Monday,0,0,Clear,Residential,Suburban,Electric Scooter,4.6,3.8,4.6,Chinese,1,Low,16,10.89,Long,Low,6,31.4,Normal,42
8,Tuesday,0,0,Rain,Residential,Commercial,Scooter,10.4,4.6,4.3,Burger,1,High,14,25.19,Long,Moderate,9,25.2,Normal,80
17,Thursday,0,0,Clear,Commercial,Residential,Bicycle,1.0,3.7,4.5,North Indian,1,Low,23,32.49,Long,Low,13,16.2,Priority,147
18,Friday,0,1,Storm,CBD,CBD,Scooter,5.2,3.9,3.9,Biryani,6,High,43,19.04,Long,Severe,16,11.7,Normal,160
7,Saturday,1,0,Clear,CBD,Residential,Scooter,4.9,4.5,4.9,South Indian,1,Low,15,17.31,Long,Moderate,15,29.2,Normal,52
19,Monday,0,0,Rain,Industrial,CBD,Scooter,3.8,4.0,4.4,Burger,6,Low,20,17.01,Long,Moderate,5,23.7,Normal,66
7,Sunday,1,0,Clear,Residential,CBD,Bike,6.6,4.1,3.5,Chinese,2,Medium,18,26.54,Long,Low,7,44.8,Normal,53
13,Friday,0,0,Clear,Residential,Commercial,Electric Scooter,2.5,3.9,4.0,Desserts,1,Low,5,10.87,Long,Low,7,30.7,Normal,27
4,Tuesday,0,0,Cloudy,CBD,Commercial,Bike,1.5,3.6,4.0,North Indian,1,High,31,30.5,Long,Low,16,41.4,Priority,81
7,Wednesday,0,0,Rain,Industrial,Suburban,Bike,6.5,4.4,4.8,South Indian,3,High,28,18.94,Long,Low,6,36.7,Normal,65
7,Tuesday,0,0,Cloudy,CBD,CBD,Bike,2.2,3.8,3.8,Pizza,1,Medium,22,43.62,Long,Low,17,41.6,Normal,90
10,Wednesday,0,0,Clear,CBD,Commercial,Scooter,2.0,3.8,4.5,South Indian,2,Low,17,28.33,Long,Moderate,18,28.4,Normal,86
23,Thursday,0,0,Cloudy,CBD,Residential,Bike,2.5,4.2,4.1,South Indian,3,Low,23,20.72,Long,Low,15,41.8,Normal,59
17,Friday,0,0,Storm,CBD,Suburban,Bike,3.3,3.9,4.3,North Indian,1,Low,28,33.58,Long,Moderate,15,24.2,Normal,125
18,Thursday,0,0,Clear,Residential,CBD,Bike,4.0,3.9,3.4,Bakery,1,High,10,31.91,Long,Low,10,43.7,Priority,56
10,Saturday,1,0,Clear,Suburban,Suburban,Scooter,1.7,3.4,4.3,Chinese,1,Low,16,25.29,Long,Moderate,5,28.4,Normal,72
8,Thursday,0,0,Cloudy,Residential,CBD,Scooter,1.1,3.7,3.3,South Indian,1,Low,15,13.57,Long,Low,8,33.3,Normal,41
20,Friday,0,0,Cloudy,Residential,CBD,Scooter,9.3,4.2,3.7,Bakery,2,High,17,30.08,Long,Low,7,36.0,Normal,65
12,Wednesday,0,0,Clear,CBD,Residential,Bike,7.9,4.2,4.2,Biryani,4,High,40,32.73,Long,Low,17,45.3,Normal,88
22,Friday,0,0,Storm,Residential,CBD,Bike,15.0,4.9,4.4,North Indian,4,Low,31,46.4,Long,Low,9,32.8,Normal,127
12,Friday,0,0,Fog,Suburban,Commercial,Electric Scooter,0.4,3.5,4.6,North Indian,1,Low,25,42.15,Long,Low,3,26.5,Normal,121
6,Sunday,1,0,Rain,CBD,CBD,Bike,5.6,4.2,4.6,Cafe,3,Low,15,5.43,Medium,High,15,23.6,Normal,39
23,Saturday,1,0,Fog,Suburban,Residential,Electric Scooter,6.3,4.0,3.6,North Indian,1,Low,23,35.03,Long,Low,2,28.1,Normal,94
21,Monday,0,1,Clear,Commercial,Suburban,Bike,4.9,4.0,3.8,Cafe,3,High,21,19.27,Long,Moderate,13,36.1,Normal,68
11,Friday,0,0,Clear,Commercial,CBD,Scooter,4.7,3.9,4.3,North Indian,5,Low,30,35.26,Long,Low,10,35.6,Normal,99
5,Friday,0,0,Fog,Residential,Residential,Bicycle,7.4,3.9,4.5,South Indian,2,Medium,20,43.97,Long,Low,10,15.1,Normal,180
15,Thursday,0,0,Clear,CBD,Residential,Electric Scooter,2.5,3.9,3.8,Cafe,1,Low,13,21.44,Long,Low,15,30.7,Priority,56
20,Tuesday,0,0,Rain,Suburban,Suburban,Bike,0.8,3.4,3.8,Bakery,1,Medium,8,31.6,Long,Moderate,4,28.5,Normal,79
19,Saturday,1,1,Clear,Industrial,Residential,Electric Scooter,3.6,3.8,4.2,Desserts,1,Medium,10,20.12,Long,High,6,20.2,Normal,79
10,Wednesday,0,0,Cloudy,Commercial,Suburban,Electric Scooter,6.0,3.8,4.0,Desserts,1,High,11,19.02,Long,Low,14,30.8,Normal,54
12,Saturday,1,0,Clear,Suburban,Suburban,Electric Scooter,2.6,3.6,4.5,Chinese,2,Medium,23,47.93,Long,Low,3,30.8,Normal,115
8,Friday,0,0,Clear,Industrial,Residential,Electric Scooter,4.5,4.1,4.4,Burger,2,Low,11,7.74,Long,Low,7,31.4,Normal,27
21,Tuesday,0,0,Clear,Commercial,Residential,Bike,3.1,3.7,4.4,Biryani,2,High,37,23.15,Long,Low,10,43.3,Normal,76
6,Tuesday,0,0,Clear,Residential,Residential,Bike,3.1,3.9,4.4,Pizza,2,High,26,11.62,Long,Low,8,43.3,Priority,46
19,Thursday,0,1,Cloudy,Industrial,Industrial,Scooter,3.1,3.7,3.5,Pizza,3,Medium,26,33.26,Long,Moderate,8,27.9,Priority,107
13,Friday,0,0,Rain,Residential,Residential,Scooter,2.1,4.1,3.3,Biryani,4,Medium,39,17.36,Long,Low,8,28.5,Normal,79
9,Friday,0,0,Clear,Residential,Residential,Bike,0.6,3.9,4.0,Biryani,2,Low,27,27.76,Long,Low,6,42.3,Normal,64
7,Saturday,1,0,Rain,Residential,CBD,Bike,8.2,4.3,3.5,Chinese,3,Medium,27,28.86,Long,Moderate,6,30.6,Normal,87
20,Friday,0,0,Cloudy,Commercial,Residential,Scooter,2.9,3.7,3.5,Biryani,2,Medium,32,30.58,Long,Low,10,33.9,Normal,89
6,Monday,0,0,Clear,Commercial,Residential,Scooter,3.8,3.9,3.7,Desserts,2,High,14,28.62,Long,Low,14,35.3,Normal,69
14,Wednesday,0,0,Cloudy,Suburban,Residential,Bike,6.9,4.1,3.8,Bakery,4,Medium,16,29.46,Long,Low,3,43.6,Normal,60
13,Thursday,0,0,Clear,Residential,Residential,Scooter,0.7,3.7,4.2,North Indian,1,Medium,24,15.63,Long,Low,10,34.2,Normal,60
0,Friday,0,0,Rain,CBD,Residential,Scooter,3.8,4.0,3.8,Burger,4,Medium,19,7.0,Medium,Moderate,14,23.7,Priority,45
8,Tuesday,0,0,Rain,Commercial,Residential,Scooter,1.5,3.6,4.3,Chinese,2,High,27,38.06,Long,Moderate,10,23.2,Normal,131
12,Saturday,1,1,Clear,Residential,Commercial,Scooter,5.3,3.7,4.1,Biryani,1,Medium,29,26.57,Long,Moderate,10,29.4,VIP,86
12,Tuesday,0,0,Fog,Residential,Industrial,Bike,5.2,3.9,4.2,Pizza,2,Low,22,27.39,Long,Low,7,38.9,Normal,64
17,Monday,0,0,Rain,Suburban,Industrial,Scooter,1.7,3.6,4.2,Burger,2,High,15,25.02,Long,Low,6,28.4,Normal,75
20,Tuesday,0,0,Clear,Residential,Industrial,Scooter,5.5,3.9,4.3,Chinese,3,Low,20,20.2,Long,Low,10,35.9,Priority,58
20,Friday,0,0,Clear,Residential,Commercial,Scooter,11.9,4.2,4.4,Bakery,4,Low,13,39.34,Long,Low,8,38.0,Normal,82
12,Monday,0,0,Rain,Suburban,CBD,Bike,13.6,4.8,4.0,North Indian,4,Medium,33,31.0,Long,Low,5,39.1,Normal,85
20,Monday,0,0,Cloudy,Residential,Commercial,Bicycle,5.5,4.0,4.1,Burger,1,Low,12,2.81,Short,Low,10,16.4,Priority,26
22,Saturday,1,0,Fog,Residential,Suburban,Bike,2.0,3.6,3.5,Burger,4,Medium,21,35.03,Long,Low,10,37.7,Normal,78
23,Wednesday,0,0,Cloudy,Residential,Residential,Bike,2.7,3.9,4.2,Biryani,3,Medium,34,25.67,Long,Low,10,41.8,Priority,76
17,Monday,0,0,Rain,CBD,Suburban,Scooter,7.4,4.1,3.9,Biryani,1,High,30,40.0,Long,Moderate,17,24.6,VIP,138
19,Friday,0,0,Cloudy,CBD,Residential,Electric Scooter,5.7,4.1,3.8,Pizza,2,Medium,26,39.7,Long,Moderate,18,25.2,Normal,124
7,Sunday,1,0,Clear,Commercial,Residential,Scooter,1.0,3.6,4.1,Cafe,2,High,16,31.65,Long,Low,12,34.3,Normal,80
15,Saturday,1,0,Clear,Suburban,Suburban,Electric Scooter,0.6,3.5,4.2,Burger,2,High,19,8.52,Long,Low,6,30.2,Normal,38
6,Wednesday,0,0,Clear,Suburban,CBD,Bicycle,6.7,3.9,3.8,Biryani,1,Low,30,17.4,Long,Low,2,17.1,Normal,99
8,Wednesday,0,0,Rain,Commercial,Suburban,Scooter,5.5,3.9,4.1,Pizza,3,Low,25,28.53,Long,Moderate,14,24.1,Normal,101
17,Friday,0,0,Rain,Commercial,Suburban,Scooter,5.4,3.9,3.7,Cafe,4,Low,17,25.59,Long,Low,12,29.4,Normal,77
13,Tuesday,0,0,Clear,Commercial,Residential,Bike,6.4,4.4,3.8,Pizza,3,High,32,39.19,Long,Low,10,44.7,Normal,87
9,Sunday,1,1,Rain,Industrial,Commercial,Bike,7.9,4.2,4.2,Burger,2,Medium,14,33.48,Long,Severe,8,17.8,Normal,137
13,Wednesday,0,0,Cloudy,Commercial,Commercial,Bike,9.3,4.5,4.2,Burger,1,Low,10,48.11,Long,Low,14,44.5,Normal,80
19,Wednesday,0,0,Clear,Residential,Residential,Scooter,2.2,3.8,3.3,South Indian,4,Low,17,33.68,Long,Low,8,34.7,Normal,80
20,Sunday,1,0,Cloudy,Commercial,Residential,Electric Scooter,4.6,3.9,4.7,North Indian,1,Medium,25,11.79,Long,Moderate,13,25.0,Normal,62
21,Wednesday,0,0,Cloudy,Residential,CBD,Electric Scooter,1.3,3.7,4.9,Chinese,3,Medium,26,27.88,Long,Low,6,29.5,Priority,84
13,Monday,0,0,Cloudy,Suburban,Commercial,Electric Scooter,2.9,3.9,4.3,Chinese,5,Medium,29,27.72,Long,Low,3,29.9,Normal,86
1,Tuesday,0,0,Rain,Residential,Industrial,Scooter,5.2,3.9,4.4,North Indian,3,Medium,30,24.25,Long,Low,7,29.3,VIP,83
11,Monday,0,0,Cloudy,CBD,Industrial,Bicycle,2.5,4.0,4.0,North Indian,2,High,32,27.81,Long,Low,15,15.9,Normal,142
19,Sunday,1,0,Cloudy,Residential,Commercial,Scooter,5.5,4.0,4.6,North Indian,6,Low,34,23.32,Long,Moderate,8,28.5,Normal,87
13,Saturday,1,0,Cloudy,Commercial,Residential,Electric Scooter,6.6,4.2,3.8,Bakery,1,Medium,10,50.9,Long,Low,12,31.0,Normal,113
18,Thursday,0,0,Clear,Industrial,CBD,Bike,9.4,4.0,4.4,Burger,2,Low,12,15.91,Long,Low,4,45.9,Normal,34
18,Wednesday,0,0,Rain,Suburban,Residential,Bike,4.0,4.1,3.8,Burger,1,High,18,34.22,Long,Moderate,6,29.4,Normal,95
6,Monday,0,0,Clear,CBD,Residential,Scooter,5.5,3.9,4.7,Burger,3,High,21,36.78,Long,Low,14,35.9,Normal,85
14,Sunday,1,0,Cloudy,Suburban,Residential,Scooter,7.0,4.3,4.0,North Indian,2,Medium,28,13.53,Long,Low,4,35.3,Priority,53
13,Thursday,0,0,Clear,Commercial,CBD,Bike,7.3,3.9,4.1,Desserts,5,Medium,16,34.54,Long,Low,11,45.1,Normal,63
12,Monday,0,0,Clear,Suburban,Residential,Scooter,3.0,4.0,4.2,Burger,2,High,15,15.02,Long,Low,5,35.0,Normal,41
20,Friday,0,0,Clear,Residential,Residential,Scooter,0.6,3.3,4.5,South Indian,3,High,28,23.66,Long,Low,6,34.2,Normal,74
18,Thursday,0,0,Clear,Industrial,CBD,Bike,13.6,4.8,4.3,Burger,4,Low,18,53.98,Long,Low,5,47.7,Normal,88
18,Friday,0,0,Clear,Residential,Commercial,Scooter,1.6,3.6,3.7,Bakery,4,High,19,35.28,Long,Low,6,34.5,Normal,84
12,Monday,0,0,Clear,Commercial,CBD,Electric Scooter,1.1,4.0,3.8,Pizza,1,High,22,11.01,Long,Low,11,30.3,VIP,49
11,Saturday,1,0,Rain,CBD,Residential,Bike,7.9,4.3,3.7,North Indian,6,Low,33,42.28,Long,High,17,24.2,Priority,145
8,Saturday,1,0,Clear,Suburban,CBD,Scooter,4.8,4.0,4.6,North Indian,4,Low,33,27.62,Long,Moderate,6,29.2,Normal,94
1,Wednesday,0,0,Clear,Industrial,CBD,Scooter,3.0,4.1,4.0,Desserts,4,Medium,13,34.4,Long,Low,8,35.0,Priority,78
20,Tuesday,0,0,Clear,Residential,Commercial,Scooter,6.6,4.2,4.4,North Indian,1,Low,22,24.18,Long,Low,10,36.2,Priority,63
8,Saturday,1,0,Rain,CBD,CBD,Bike,2.0,3.9,4.2,Biryani,3,High,36,35.56,Long,Severe,17,16.9,VIP,170
12,Tuesday,0,0,Cloudy,Residential,Residential,Bike,4.6,3.6,4.4,Chinese,3,Low,24,26.49,Long,Low,6,42.6,Priority,65
12,Friday,0,0,Clear,Residential,Commercial,Scooter,5.3,4.2,4.7,North Indian,1,High,27,20.81,Long,Low,6,35.8,Normal,66
9,Monday,0,0,Fog,Commercial,CBD,Electric Scooter,3.0,3.8,3.8,Pizza,3,Medium,24,62.82,Long,Low,10,27.2,Normal,167
18,Monday,0,0,Clear,Commercial,Industrial,Bike,2.6,3.9,4.6,Chinese,1,Low,18,29.73,Long,Low,11,43.1,VIP,61
19,Thursday,0,0,Cloudy,Industrial,CBD,Bike,4.7,4.0,3.8,South Indian,2,Medium,19,28.57,Long,Low,6,42.7,Priority,58
9,Saturday,1,0,Rain,Industrial,Residential,Bike,5.1,3.8,4.4,North Indian,4,Medium,30,18.07,Long,High,6,23.5,Priority,80
13,Friday,0,0,Cloudy,Industrial,CBD,Electric Scooter,2.6,3.6,3.9,Chinese,4,High,32,25.6,Long,Low,6,29.9,Priority,80
6,Saturday,1,0,Clear,Commercial,Suburban,Bike,12.3,4.7,4.0,Desserts,2,High,16,40.87,Long,Low,11,47.2,VIP,77
12,Monday,0,0,Clear,CBD,CBD,Electric Scooter,6.7,3.9,3.9,Biryani,1,High,34,32.31,Long,Low,16,32.0,Normal,100
18,Friday,0,0,Rain,Commercial,Residential,Bike,6.8,4.0,3.7,Cafe,3,Low,12,18.44,Long,Moderate,13,30.2,Normal,57
14,Friday,0,0,Rain,CBD,Residential,Bike,3.3,4.0,3.6,Biryani,3,Medium,36,21.48,Long,Moderate,15,29.2,Normal,90
21,Thursday,0,0,Clear,Commercial,Suburban,Scooter,12.2,4.6,4.2,Biryani,2,High,40,4.62,Medium,Low,14,38.1,Normal,52
20,Sunday,1,1,Rain,Residential,CBD,Bicycle,1.3,3.8,4.4,Bakery,3,Low,14,22.66,Long,Severe,9,8.0,VIP,180
7,Friday,0,0,Clear,Residential,Suburban,Scooter,2.7,3.9,4.1,North Indian,5,Low,36,9.32,Long,Low,9,34.9,Priority,63
14,Monday,0,1,Rain,Residential,Commercial,Bike,6.2,4.1,4.7,Chinese,2,High,25,44.46,Long,Moderate,7,30.0,Normal,129
13,Saturday,1,1,Clear,CBD,CBD,Electric Scooter,0.4,3.8,3.9,Biryani,2,High,38,24.51,Long,High,16,19.6,VIP,123
17,Wednesday,0,0,Rain,Commercial,Suburban,Scooter,11.8,4.5,4.1,Pizza,2,Low,19,11.76,Long,Low,13,31.2,Normal,53
19,Sunday,1,0,Clear,Residential,Suburban,Bike,3.1,4.0,4.1,Pizza,2,High,25,37.18,Long,Moderate,6,35.5,Normal,94
17,Thursday,0,0,Clear,Industrial,Commercial,Bike,13.6,4.8,4.3,Desserts,2,High,14,24.85,Long,Low,7,47.7,Normal,48
13,Wednesday,0,0,Fog,CBD,CBD,Bike,11.3,4.4,4.5,Biryani,1,Low,29,20.7,Long,Low,17,41.1,Normal,64
6,Monday,0,0,Cloudy,Commercial,Commercial,Electric Scooter,2.5,3.9,4.1,Cafe,6,High,22,20.68,Long,Low,12,29.8,Normal,68
20,Wednesday,0,0,Rain,Commercial,Residential,Bike,5.6,4.2,4.6,Chinese,1,Low,20,28.17,Long,Moderate,12,29.8,Normal,86
18,Sunday,1,0,Clear,CBD,CBD,Scooter,12.2,4.6,3.6,Biryani,2,Medium,36,19.49,Long,High,14,24.8,Normal,94
21,Saturday,1,0,Fog,Residential,Commercial,Bicycle,6.3,4.3,4.7,Chinese,4,High,31,17.27,Long,Moderate,10,12.3,Normal,120
14,Friday,0,1,Clear,Residential,CBD,Scooter,5.3,3.9,4.5,Chinese,2,Medium,21,20.86,Long,Low,10,35.8,Normal,61
14,Tuesday,0,0,Clear,Residential,Commercial,Bike,6.6,3.9,4.7,Chinese,1,High,22,8.87,Long,Low,6,44.8,Priority,34
6,Tuesday,0,0,Clear,Commercial,Residential,Scooter,4.9,3.9,4.4,South Indian,5,Low,27,20.5,Long,Low,14,35.7,Normal,63
17,Saturday,1,0,Clear,CBD,Suburban,Electric Scooter,1.2,4.0,4.3,Biryani,7,Medium,40,14.59,Long,Moderate,14,24.9,Normal,79
19,Tuesday,0,0,Clear,Industrial,Residential,Scooter,5.5,4.0,4.1,South Indian,5,Low,24,29.76,Long,Low,6,35.9,Normal,78
8,Tuesday,0,0,Clear,CBD,Commercial,Bike,5.1,4.0,4.3,Pizza,2,Low,23,20.11,Long,Moderate,17,36.2,VIP,63
